sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:auto_concept_id_equivalence,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages,ADD_INFO:autoUpdatingInfo
8252D,"Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed[FRACTURA CUNEIFORMIS TARSI, NON COMPLICATA]",0,75382,0.53,APPROVED,NARROWER,Javier,1642756738661,75382,Closed fractures of tarsal AND metatarsal bones,Condition,MAPS_TO,,<auto>,1642600605095,,2000407365,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,parent_match,"FRACTURA CUNEIFORMIS TARSI, NON COMPLICATA",,2025-06-30 | conceptName changed from Closed fracture of one or more tarsal and metatarsal bones to Closed fractures of tarsal AND metatarsal bones
0059X,"Other food poisoning (bacterial), Food poisoning, unspecified",12,434854,0.53,APPROVED,EQUIVALENT,Javier,1642756805650,434854,Food poisoning,Condition,MAPS_TO,,<auto>,1642600606667,,2000400153,5-char ICD9fi,Condition,1970-01-01,2099-12-31,005,,unique_parent_match,INTOXICATIO ALIMENTARIA NUD,,2025-06-30 | conceptName changed from Bacterial food poisoning to Food poisoning
6561A,"Other foetal and placental problems affecting management of mother, Rhesus isoimmunisation[RHESUSISOIMMUNISATIO,RASKAUDEN AIKANA]",47,199891,0.43,APPROVED,NARROWER,Javier,1642756738661,199891,Rhesus isoimmunization affecting pregnancy,Condition,MAPS_TO,,<auto>,1642600606675,,2000405195,5-char ICD9fi,Condition,1970-01-01,2099-12-31,656,,parent_match,"RHESUSISOIMMUNISATIO,RASKAUDEN AIKANA",,
8441A,"Sprains and strains of knee and leg, Medial collateral ligament of knee",393,81144,0.71,APPROVED,EQUIVALENT,Javier,1642756805650,81144,Sprain of medial collateral ligament of knee,Condition,MAPS_TO,,<auto>,1642600606931,,2000407487,5-char ICD9fi,Condition,1970-01-01,2099-12-31,844,,unique_parent_match,DISTORSIO/DISTEN/RUPT.LIGAM.COLLATE. MEDIALIS GENUS,,
3378X,Disorders of the autonomic nervous system[NEUROPATHIA AUTONOMICA PERIPHERICA ALIA DEFINITA],0,434633,0.62,APPROVED,NARROWER,Javier,1642756721361,434633,Disorder of autonomic nervous system,Condition,MAPS_TO,,<auto>,1642600607033,,2000403063,5-char ICD9fi,Condition,1970-01-01,2099-12-31,337,,grandparent_match,NEUROPATHIA AUTONOMICA PERIPHERICA ALIA DEFINITA,,
006,Amoebiasis,0,438959,1,APPROVED,EQUAL,Javier,1642756146926,438959,Amebic infection,Condition,MAPS_TO,,<auto>,1642600607115,,2000400154,3-char ICD9fi,Condition,1970-01-01,2099-12-31,001-009,,full_match,AMOEBIASIS,,
2504A,"Diabetes mellitus, Diabetes with renal manifestations[DIABETES MELLITUS CUM COMPLICATIONE OCULI ,TYP II]",51,192279,0.43,APPROVED,NARROWER,Javier,1642756738661,192279,Disorder of kidney due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600607582,,2000402310,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"DIABETES MELLITUS CUM COMPLICATIONE OCULI ,TYP II",,2025-06-30 | conceptName changed from Type 2 diabetes mellitus without complication to Disorder of kidney due to diabetes mellitus
8252E,"Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed[FRACTURA OSSIS METATARSALIS, NON COMPLICATA]",76,75382,0.6,APPROVED,NARROWER,Javier,1642756738661,75382,Closed fractures of tarsal AND metatarsal bones,Condition,MAPS_TO,,<auto>,1642600609385,,2000407366,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,parent_match,"FRACTURA OSSIS METATARSALIS, NON COMPLICATA",,2025-06-30 | conceptName changed from Closed fracture of one or more tarsal and metatarsal bones to Closed fractures of tarsal AND metatarsal bones
8442A,"Sprains and strains of knee and leg, Cruciate ligament of knee[DISTORSIO/DISTEN/RUPT.LIG.CRUCIATI ANTERIORIS GENUS]",651,74189,0.38,APPROVED,NARROWER,Javier,1642756738661,74189,Sprain of cruciate ligament of knee,Condition,MAPS_TO,,<auto>,1642600610384,,2000407488,5-char ICD9fi,Condition,1970-01-01,2099-12-31,844,,parent_match,DISTORSIO/DISTEN/RUPT.LIG.CRUCIATI ANTERIORIS GENUS,,2025-06-30 | conceptName changed from Sprain of anterior cruciate ligament of knee to Sprain of cruciate ligament of knee
0060A,"Amoebiasis, Acute amoebic dysentery without mention of abscess",0,196623,0.85,APPROVED,EQUIVALENT,Javier,1642756805650,196623,Acute amebic dysentery without abscess,Condition,MAPS_TO,,<auto>,1642600610534,,2000400155,5-char ICD9fi,Condition,1970-01-01,2099-12-31,006,,unique_parent_match,AMOEBIASIS CUM DYSENTERIA ACUTA,,
3379X,"Disorders of the autonomic nervous system, Unspecified disorder of autonomic nervous system",0,434633,0.74,APPROVED,EQUIVALENT,Javier,1642756805650,434633,Disorder of autonomic nervous system,Condition,MAPS_TO,,<auto>,1642600610657,,2000403064,5-char ICD9fi,Condition,1970-01-01,2099-12-31,337,,unique_parent_match,NEUROPATHIA AUTONOMICA PETRIPHERICA NUD,,
2504B,"Diabetes mellitus, Diabetes with renal manifestations[DIABETES MELLITUS CUM COMPLICATIONE OCULI ,TYYPPI I]",346,192279,0.39,APPROVED,NARROWER,Javier,1642756738661,192279,Disorder of kidney due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600611145,,2000402311,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"DIABETES MELLITUS CUM COMPLICATIONE OCULI ,TYYPPI I",,2025-06-30 | conceptName changed from Diabetes mellitus without complication to Disorder of kidney due to diabetes mellitus
6561B,"Other foetal and placental problems affecting management of mother, Rhesus isoimmunisation[RHESUSISOIMMUNISATIO,SYNNYTYKSEN AIKANA]",0,199891,0.41,APPROVED,NARROWER,Javier,1642756738661,199891,Rhesus isoimmunization affecting pregnancy,Condition,MAPS_TO,,<auto>,1642600611491,,2000405196,5-char ICD9fi,Condition,1970-01-01,2099-12-31,656,,parent_match,"RHESUSISOIMMUNISATIO,SYNNYTYKSEN AIKANA",,
340,Multiple sclerosis,0,374919,1,APPROVED,EQUAL,Javier,1642756146926,374919,Multiple sclerosis,Condition,MAPS_TO,,<auto>,1642600611786,,2000403065,3-char ICD9fi,Condition,1970-01-01,2099-12-31,340-349,,full_match,SCLEROSIS MULTIPLEX (DISSEMINATA),,
8252F,"Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed[FRACT OSSIS TARSALIS/METATARSALIS ALIA,NON COMPLICA]",0,75382,0.51,APPROVED,NARROWER,Javier,1642756738661,75382,Closed fractures of tarsal AND metatarsal bones,Condition,MAPS_TO,,<auto>,1642600613372,,2000407367,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,parent_match,"FRACT OSSIS TARSALIS/METATARSALIS ALIA,NON COMPLICA",,2025-06-30 | conceptName changed from Closed fracture of one or more tarsal and metatarsal bones to Closed fractures of tarsal AND metatarsal bones
3400A,Multiple sclerosis[SCLEROSIS MULTIPLEX (DISSEMINATA)],350,374919,0.51,APPROVED,NARROWER,Javier,1642756721361,374919,Multiple sclerosis,Condition,MAPS_TO,,<auto>,1642600613445,,2000403066,5-char ICD9fi,Condition,1970-01-01,2099-12-31,340,,grandparent_match,SCLEROSIS MULTIPLEX (DISSEMINATA),,
0061A,"Amoebiasis, Chronic intestinal amoebiasis without mention of abscess",0,198671,0.89,APPROVED,EQUIVALENT,Javier,1642756805650,198671,Chronic intestinal amebiasis without abscess,Condition,MAPS_TO,,<auto>,1642600613707,,2000400156,5-char ICD9fi,Condition,1970-01-01,2099-12-31,006,,unique_parent_match,AMOEBIASIS CUM DYSENTERIA CHRONICA,,
8442B,"Sprains and strains of knee and leg, Cruciate ligament of knee[DISTORSIO/DISTEN/RUPT.LIG.CRUCIATI POSTERIORIS GENU]",37,74189,0.38,APPROVED,NARROWER,Javier,1642756738661,74189,Sprain of cruciate ligament of knee,Condition,MAPS_TO,,<auto>,1642600613982,,2000407489,5-char ICD9fi,Condition,1970-01-01,2099-12-31,844,,parent_match,DISTORSIO/DISTEN/RUPT.LIG.CRUCIATI POSTERIORIS GENU,,2025-06-30 | conceptName changed from Sprain of posterior cruciate ligament of knee to Sprain of cruciate ligament of knee
2504C,"Diabetes mellitus, Diabetes with renal manifestations[DIABETES MELLITUS CUM COMPLICATIONE OCULI ,MODY]",0,192279,0.43,APPROVED,NARROWER,Javier,1642756738661,192279,Disorder of kidney due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600614483,,2000402312,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"DIABETES MELLITUS CUM COMPLICATIONE OCULI ,MODY",,2025-06-30 | conceptName changed from Diabetes mellitus without complication to Disorder of kidney due to diabetes mellitus
0062A,"Amoebiasis, Amoebic nondysenteric colitis",0,76022,0.85,APPROVED,EQUIVALENT,Javier,1642756805650,76022,Amebic nondysenteric colitis,Condition,MAPS_TO,,<auto>,1642600615436,,2000400157,5-char ICD9fi,Condition,1970-01-01,2099-12-31,006,,unique_parent_match,AMOEBIASIS CUM COLITIDEM NONDYSTENTERICA,,
341,Other demyelinating diseases of central nervous system,0,375801,0.91,APPROVED,EQUAL,Javier,1642756146926,375801,Demyelinating disease of central nervous system,Condition,MAPS_TO,,<auto>,1642600616464,,2000403067,3-char ICD9fi,Condition,1970-01-01,2099-12-31,340-349,,full_match,ALII MORBI DEMYELISANTES SYSTEMATIS NERVORUM CENTRA,,
0063A,"Amoebiasis, Amoebic liver abscess",0,194560,0.83,APPROVED,EQUIVALENT,Javier,1642756805650,194560,Amebic liver abscess,Condition,MAPS_TO,,<auto>,1642600616515,,2000400158,5-char ICD9fi,Condition,1970-01-01,2099-12-31,006,,unique_parent_match,AMOEBIASIS CUM ABSCESSU HEPATIS,,
8253A,"Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, open[FRACTURA TALI, COMPLICATA]",0,4151083,0.58,UNCHECKED,UNREVIEWED,Automatic update,1751280951000,37165642,Fracture of multiple metatarsal bones,Condition,MAPS_TO,,<auto>,1727395200000,Javier,2000407368,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,parent_match,"FRACTURA TALI, COMPLICATA",,"2025-06-30 | conceptId changed from 4151083 to 37165642 based on relationship :Concept poss_eq to, needs reviewing | conceptName changed from Metatarsal bone fracture to Fracture of multiple metatarsal bones | 2025-03-27 |  | conceptName changed from Metatarsal bone fracture to Fracture of multiple metatarsal bones"
8443A,"Sprains and strains of knee and leg, Tibiofibular (joint) (ligament), superior",0,75946,0.54,APPROVED,EQUIVALENT,Javier,1642756805650,75946,Sprain of superior tibiofibular ligament,Condition,MAPS_TO,,<auto>,1642600616900,,2000407490,5-char ICD9fi,Condition,1970-01-01,2099-12-31,844,,unique_parent_match,DISTORSIO/DISTEN/RUPT. ARTIC/LIG TIBIOFIBULARIS SUP,,
6562A,"Other foetal and placental problems affecting management of mother, Isoimmunisation from other and unspecified blood-group incompatibility[ISOIMMUNISATIO SANGUINIS ALIA, RASKAUDEN AIKANA]",38,442772,0.46,APPROVED,NARROWER,Javier,1642756738661,442772,"Isoimmunization from non-ABO, non-Rh blood-group incompatibility affecting pregnancy",Condition,MAPS_TO,,<auto>,1642600617341,,2000405197,5-char ICD9fi,Condition,1970-01-01,2099-12-31,656,,parent_match,"ISOIMMUNISATIO SANGUINIS ALIA, RASKAUDEN AIKANA",,
2504X,"Diabetes mellitus, Diabetes with renal manifestations[DIABETES MELLITUS CUM COMPLICATIONE OCULI ,NUD]",0,192279,0.43,APPROVED,NARROWER,Javier,1642756738661,192279,Disorder of kidney due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600617697,,2000402313,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"DIABETES MELLITUS CUM COMPLICATIONE OCULI ,NUD",,2025-06-30 | conceptName changed from Diabetes mellitus without complication to Disorder of kidney due to diabetes mellitus
0068X,"Amoebiasis, Amoebic infection of other sites",0,438959,0.68,APPROVED,EQUIVALENT,Javier,1642756805650,438959,Amebic infection,Condition,MAPS_TO,,<auto>,1642600618520,,2000400159,5-char ICD9fi,Condition,1970-01-01,2099-12-31,006,,unique_parent_match,AMOEBISAIS LOCO ALIO,,
0069X,"Amoebiasis, unspecified",0,438959,0.68,APPROVED,EQUIVALENT,Javier,1642756805650,438959,Amebic infection,Condition,MAPS_TO,,<auto>,1642600619610,,2000400160,5-char ICD9fi,Condition,1970-01-01,2099-12-31,006,,unique_parent_match,AMOEBIASIS NUD,,
3410A,"Other demyelinating diseases of central nervous system, Neuromyelitis optica",0,380995,0.76,APPROVED,EQUIVALENT,Javier,1642756805650,380995,Neuromyelitis optica,Condition,MAPS_TO,,<auto>,1642600620089,,2000403068,5-char ICD9fi,Condition,1970-01-01,2099-12-31,341,,unique_parent_match,NEUROMYELITIS OPTICA,,2025-06-30 | conceptName changed from Demyelinating disease of central nervous system to Neuromyelitis optica
8253B,"Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, open[FRACTURA NAVICULARIS TARSALIS,COMPLICATA]",0,4151083,0.52,UNCHECKED,UNREVIEWED,Automatic update,1751280951000,37165642,Fracture of multiple metatarsal bones,Condition,MAPS_TO,,<auto>,1727395200000,Javier,2000407369,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,parent_match,"FRACTURA NAVICULARIS TARSALIS,COMPLICATA",,"2025-06-30 | conceptId changed from 4151083 to 37165642 based on relationship :Concept poss_eq to, needs reviewing | conceptName changed from Metatarsal bone fracture to Fracture of multiple metatarsal bones | 2025-03-27 |  | conceptName changed from Metatarsal bone fracture to Fracture of multiple metatarsal bones"
2505A,"Diabetes mellitus, Diabetes with ophthalmic manifestations[NEUROPATHIA DIABETICA,TYYPPI II]",179,443767,0.44,APPROVED,NARROWER,Javier,1642756738661,443767,Disorder of eye due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600620557,,2000402314,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"NEUROPATHIA DIABETICA,TYYPPI II",,
8448A,"Sprains and strains of knee and leg, Other specified sites of knee and leg[DISTORSIO/DISTENSIO/RUPT.LIGAMENTI GENUS MULTIPLEX]",130,44784105,0.22,APPROVED,NARROWER,Javier,1642756738661,44784105,Injury of free lower limb,Condition,MAPS_TO,,<auto>,1642600621015,,2000407491,5-char ICD9fi,Condition,1970-01-01,2099-12-31,844,,parent_match,DISTORSIO/DISTENSIO/RUPT.LIGAMENTI GENUS MULTIPLEX,,"2025-06-30 | conceptName changed from Dislocations, sprains and strains involving multiple body regions to Injury of free lower limb"
007,Other protozoal intestinal diseases,0,196325,0.91,APPROVED,EQUAL,Javier,1642756146926,196325,Protozoal intestinal disease,Condition,MAPS_TO,,<auto>,1642600621503,,2000400161,3-char ICD9fi,Condition,1970-01-01,2099-12-31,001-009,,full_match,MORBI PROTOZOICI INTESTINALES ALII,,
6562B,"Other foetal and placental problems affecting management of mother, Isoimmunisation from other and unspecified blood-group incompatibility[ISOIMMUNISATIO SANGUINIS ALIA, SYNNYTYKSEN AIKANA]",0,442772,0.44,APPROVED,NARROWER,Javier,1642756738661,442772,"Isoimmunization from non-ABO, non-Rh blood-group incompatibility affecting pregnancy",Condition,MAPS_TO,,<auto>,1642600623112,,2000405198,5-char ICD9fi,Condition,1970-01-01,2099-12-31,656,,parent_match,"ISOIMMUNISATIO SANGUINIS ALIA, SYNNYTYKSEN AIKANA",,
2505B,"Diabetes mellitus, Diabetes with ophthalmic manifestations[NEUROPATHIA DIABETICA,TYYPPI I]",157,443767,0.44,APPROVED,NARROWER,Javier,1642756738661,443767,Disorder of eye due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600623306,,2000402315,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"NEUROPATHIA DIABETICA,TYYPPI I",,
3411A,"Other demyelinating diseases of central nervous system, Schilder's disease",0,376970,0.71,APPROVED,EQUIVALENT,Javier,1642756805650,376970,Schilder's disease,Condition,MAPS_TO,,<auto>,1642600623510,,2000403069,5-char ICD9fi,Condition,1970-01-01,2099-12-31,341,,unique_parent_match,MORBUS SCHILDER,,2025-06-30 | conceptName changed from Demyelinating disease of central nervous system to Schilder's disease
0070A,"Other protozoal intestinal diseases, Balantidiasis",0,197206,0.72,APPROVED,EQUIVALENT,Javier,1642756805650,197206,Balantidiasis,Condition,MAPS_TO,,<auto>,1642600623581,,2000400162,5-char ICD9fi,Condition,1970-01-01,2099-12-31,007,,unique_parent_match,BALANTIDIASIS,,2025-06-30 | conceptName changed from Protozoal intestinal disease to Balantidiasis
8253C,"Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, open[FRACTURA CUBOIDES TARSI, COMPLICATA]",0,4151083,0.53,UNCHECKED,UNREVIEWED,Automatic update,1751280951000,37165642,Fracture of multiple metatarsal bones,Condition,MAPS_TO,,<auto>,1727395200000,Javier,2000407370,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,parent_match,"FRACTURA CUBOIDES TARSI, COMPLICATA",,"2025-06-30 | conceptId changed from 4151083 to 37165642 based on relationship :Concept poss_eq to, needs reviewing | conceptName changed from Metatarsal bone fracture to Fracture of multiple metatarsal bones | 2025-03-27 |  | conceptName changed from Metatarsal bone fracture to Fracture of multiple metatarsal bones"
0071A,"Other protozoal intestinal diseases, Giardiasis",0,437202,0.71,APPROVED,EQUIVALENT,Javier,1642756805650,437202,Giardiasis,Condition,MAPS_TO,,<auto>,1642600625616,,2000400163,5-char ICD9fi,Condition,1970-01-01,2099-12-31,007,,unique_parent_match,GIARDIASIS,,2025-06-30 | conceptName changed from Protozoal intestinal disease to Giardiasis
7635A,"Foetus or newborn affected by other complications of labour and delivery, Maternal anaesthesia and analgesia[ÄIDIN YLEISANESTESIAN HAITTAVAIKUTUS SIKIÖÖN]",0,437976,0.37,UNCHECKED,NARROWER,,0,0,Unmapped,,MAPS_TO,Invalid existing target: 437976,,0,,2000406715,5-char ICD9fi,Condition,1970-01-01,2099-12-31,763,,parent_match,ÄIDIN YLEISANESTESIAN HAITTAVAIKUTUS SIKIÖÖN,,"2025-06-30 | conceptId 437976 could not be updated automatically, remapping needed"
2505C,"Diabetes mellitus, Diabetes with ophthalmic manifestations[NEUROPATHIA DIABETIC,MODY]",0,443767,0.49,APPROVED,NARROWER,Javier,1642756738661,443767,Disorder of eye due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600626168,,2000402316,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"NEUROPATHIA DIABETIC,MODY",,
3418X,Other demyelinating diseases of central nervous system,0,375801,0.91,APPROVED,EQUIVALENT,Javier,1642756805650,375801,Demyelinating disease of central nervous system,Condition,MAPS_TO,,<auto>,1642600626637,,2000403070,5-char ICD9fi,Condition,1970-01-01,2099-12-31,341,,unique_parent_match,MYELINOSIS PONTIS CENTRALIS,,
6563A,"Other foetal and placental problems affecting management of mother, Foetal distress[ASPHYXIA FOETALIS, RASKAUDEN AIKANA]",96,73268,0.52,APPROVED,NARROWER,Javier,1642756738661,73268,Fetal distress affecting management of mother,Condition,MAPS_TO,,<auto>,1642600627522,,2000405199,5-char ICD9fi,Condition,1970-01-01,2099-12-31,656,,parent_match,"ASPHYXIA FOETALIS, RASKAUDEN AIKANA",,
8253D,"Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, open[FRACTURA CUNEIFORMIS TARSI, COMPLICATA]",0,4151083,0.51,UNCHECKED,UNREVIEWED,Automatic update,1751280951000,37165642,Fracture of multiple metatarsal bones,Condition,MAPS_TO,,<auto>,1727395200000,Javier,2000407371,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,parent_match,"FRACTURA CUNEIFORMIS TARSI, COMPLICATA",,"2025-06-30 | conceptId changed from 4151083 to 37165642 based on relationship :Concept poss_eq to, needs reviewing | conceptName changed from Metatarsal bone fracture to Fracture of multiple metatarsal bones | 2025-03-27 |  | conceptName changed from Metatarsal bone fracture to Fracture of multiple metatarsal bones"
0072A,"Other protozoal intestinal diseases, Coccidiosis",0,433401,0.72,APPROVED,EQUIVALENT,Javier,1642756805650,433401,Coccidiosis,Condition,MAPS_TO,,<auto>,1642600627797,,2000400164,5-char ICD9fi,Condition,1970-01-01,2099-12-31,007,,unique_parent_match,COCCIDIOSIS ET ISOSPORIASIS,,2025-06-30 | conceptName changed from Protozoal intestinal disease to Coccidiosis
2505X,"Diabetes mellitus, Diabetes with ophthalmic manifestations[NEUROPATHIA DIABETICA,NUD]",20,443767,0.5,APPROVED,NARROWER,Javier,1642756738661,443767,Disorder of eye due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600628976,,2000402317,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"NEUROPATHIA DIABETICA,NUD",,
